filename,format,tool,n_components,source_path
77cb4bfb5fd29769ab7913b3c2c43bc78df1b53d,CycloneDX-JSON,cdxgen,52,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\77cb4bfb5fd29769ab7913b3c2c43bc78df1b53d
40fee61629637b2a846740cafb85176193133216,CycloneDX-JSON,Node.js module,1307,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\40fee61629637b2a846740cafb85176193133216
3165b7bfaee8cf931ea9eff61e1bb25be9065979,CycloneDX-JSON,cdxgen,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3165b7bfaee8cf931ea9eff61e1bb25be9065979
309891d57ed8c26b6ef9cc8ca38597824529177e,CycloneDX-JSON,trivy,161,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\309891d57ed8c26b6ef9cc8ca38597824529177e
c7b52084436920d337cb4bd88afb007b5de71baa,CycloneDX-JSON,CycloneDX module for .NET,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c7b52084436920d337cb4bd88afb007b5de71baa
4648a8ce7c09195665456ce0d2e607715963edb4,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,154,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4648a8ce7c09195665456ce0d2e607715963edb4
1cdc930f2e1256d721d7dc8fbba3f86ec5923162,CycloneDX-JSON,cdxgen,105,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1cdc930f2e1256d721d7dc8fbba3f86ec5923162
b979a0d93b79d691fbddb490a49bd1c0bc0bde92,CycloneDX-JSON,cdxgen,9,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b979a0d93b79d691fbddb490a49bd1c0bc0bde92
8d4f224f35a0a81e96d4c0a211166bff54a02263,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8d4f224f35a0a81e96d4c0a211166bff54a02263
c374a0d73b7cbb9196762b09244b39931ffd6b0d,CycloneDX-JSON,Node.js module,30,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c374a0d73b7cbb9196762b09244b39931ffd6b0d
3a37b948ed2eb6341861e34ae183a1410ad244c4,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3a37b948ed2eb6341861e34ae183a1410ad244c4
d380fd072652b9908b318e827a3054e567e9cbda,CycloneDX-JSON,cyclonedx-php-composer,143,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d380fd072652b9908b318e827a3054e567e9cbda
c241a4f3b1e7d61b0939d6c8c74aa1a599e10bc8,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,144,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c241a4f3b1e7d61b0939d6c8c74aa1a599e10bc8
65a99824e75163fefc7dac5efa250ceb7e6417d2,CycloneDX-JSON,cdxgen,23,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\65a99824e75163fefc7dac5efa250ceb7e6417d2
51c360966876d28b54d7c1415232111225922b0c,CycloneDX-JSON,Node.js module,424,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\51c360966876d28b54d7c1415232111225922b0c
073316e82e35f815709100e29d3b6f2453cfb693,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,149,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\073316e82e35f815709100e29d3b6f2453cfb693
6e85b48f1c928a8c7ade54e3036a1748feb953bb,CycloneDX-JSON,cdxgen,13,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6e85b48f1c928a8c7ade54e3036a1748feb953bb
d16fdf62712cf1b22dad748548bdeca922b3dcbc,CycloneDX-JSON,Gemnasium,272,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d16fdf62712cf1b22dad748548bdeca922b3dcbc
5857776386711e31b741a42b195d68fcc913c3a0,CycloneDX-JSON,Node.js module,638,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5857776386711e31b741a42b195d68fcc913c3a0
eef52cab5bb979e59d1d117c721ab08d6e8940f4,CycloneDX-JSON,cyclonedx-php-composer,117,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\eef52cab5bb979e59d1d117c721ab08d6e8940f4
c7324b3c94a88e33e84be45e7a1ddb855808fee5,CycloneDX-JSON,Node.js module,880,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c7324b3c94a88e33e84be45e7a1ddb855808fee5
2d5ab403a8b98913a8a0c58043cd1176d8ec144e,CycloneDX-JSON,cdxgen,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2d5ab403a8b98913a8a0c58043cd1176d8ec144e
26189b83a8a0363939b1c7f2b31b0b19201fe6e5,CycloneDX-JSON,cdxgen,43,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\26189b83a8a0363939b1c7f2b31b0b19201fe6e5
89e807cce5222501767c3a169eb250f8e03caa65,CycloneDX-JSON,Node.js module,44,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\89e807cce5222501767c3a169eb250f8e03caa65
bd5d50f2fe2a1b915d95ff2af293984b16d6c779,CycloneDX-JSON,cyclonedx-php-composer,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\bd5d50f2fe2a1b915d95ff2af293984b16d6c779
90024ec74d5a10a7fe1171268e679d50a6e21186,CycloneDX-JSON,cyclonedx-gomod,185,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\90024ec74d5a10a7fe1171268e679d50a6e21186
25f92f9cf3c2e90960783b6bbc9229270dca68fc,CycloneDX-JSON,cdxgen,55,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\25f92f9cf3c2e90960783b6bbc9229270dca68fc
783e15c0e748ced6d459e435ef2d1bf1067f8f46,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\783e15c0e748ced6d459e435ef2d1bf1067f8f46
5ac298cece8f51cb0a4cd693900a76f31dc83490,CycloneDX-JSON,cyclonedx-php-composer,110,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5ac298cece8f51cb0a4cd693900a76f31dc83490
8aa4ce7acd79b882518e3d52363bc32edc73c8a8,CycloneDX-JSON,cyclonedx-php-composer,86,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8aa4ce7acd79b882518e3d52363bc32edc73c8a8
09c3fc2b29d2ec413795aba53c2e1222404b3ddd,CycloneDX-JSON,Node.js module,160,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\09c3fc2b29d2ec413795aba53c2e1222404b3ddd
6dbeea595ab20b920f13b06fb2638ec85d7ce8b6,CycloneDX-JSON,cdxgen,59,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6dbeea595ab20b920f13b06fb2638ec85d7ce8b6
207622f34f26f0a14077c5523f28891fd0b75a32,CycloneDX-JSON,cyclonedx-php-composer,34,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\207622f34f26f0a14077c5523f28891fd0b75a32
3a261d419af375d13cf0d2008abd7e43ee42eff8,CycloneDX-JSON,cyclonedx-php-composer,127,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3a261d419af375d13cf0d2008abd7e43ee42eff8
e148c0240280a710a557dd2bc93032b41aaa2f92,CycloneDX-JSON,cyclonedx-gomod,6,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e148c0240280a710a557dd2bc93032b41aaa2f92
de1cad387140feca242a3bc5328aeb833d3e6ded,CycloneDX-JSON,cdxgen,6,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\de1cad387140feca242a3bc5328aeb833d3e6ded
f60294ab67cd0999237134884b008f8c878eff42,CycloneDX-JSON,cdxgen,13,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f60294ab67cd0999237134884b008f8c878eff42
ed43fb1e6446a9dde939b3061e15141fc79fb294,CycloneDX-JSON,cyclonedx-gomod,140,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\ed43fb1e6446a9dde939b3061e15141fc79fb294
998918fb9299bc2d81f66f7c1b99cb86ed9dbf62,CycloneDX-JSON,cyclonedx-php-composer,131,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\998918fb9299bc2d81f66f7c1b99cb86ed9dbf62
0b449c3652f281e75bc49fe2ab2801f0a9c4a54e,CycloneDX-JSON,cyclonedx-gomod,10,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0b449c3652f281e75bc49fe2ab2801f0a9c4a54e
f27092e5f67cb838e882da62ea4cd97d4c1f58dc,CycloneDX-JSON,cdxgen,41,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f27092e5f67cb838e882da62ea4cd97d4c1f58dc
efda9c374f64efad7a11aabc051e10ae411630d4,CycloneDX-JSON,Node.js module,56,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\efda9c374f64efad7a11aabc051e10ae411630d4
28474f9d37eb2cc95f2a517c76978522226e8e65,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\28474f9d37eb2cc95f2a517c76978522226e8e65
43a53b1c34327859a556bf7a732a2fb932428be9,CycloneDX-JSON,Node.js module,1317,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\43a53b1c34327859a556bf7a732a2fb932428be9
0ff9b5b5b3979c2496ca2df3082c05ab0cc5af00,CycloneDX-JSON,unknown,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0ff9b5b5b3979c2496ca2df3082c05ab0cc5af00
1aeed58aacc4c2a1f8d6fc5f590f840892df52f9,CycloneDX-JSON,cdxgen,14,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1aeed58aacc4c2a1f8d6fc5f590f840892df52f9
decb9771befce7aa19b2b4ebfd27f535406cd039,CycloneDX-JSON,${project.name},174,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\decb9771befce7aa19b2b4ebfd27f535406cd039
07b8a5421cfb67f638c66cc6f111463df5b633d1,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\07b8a5421cfb67f638c66cc6f111463df5b633d1
0dd971bee82607fb81752c538f26b0c0fa337e29,SPDX-JSON,syft,518,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0dd971bee82607fb81752c538f26b0c0fa337e29
4fe24b4a1b8ff3115df23ed6ef4ca39507606463,CycloneDX-JSON,trivy,161,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4fe24b4a1b8ff3115df23ed6ef4ca39507606463
3d11b3cec665714b6b1803cc5b3851f29ca1265d,CycloneDX-JSON,cyclonedx-php-composer,49,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3d11b3cec665714b6b1803cc5b3851f29ca1265d
4e8e27b005d7fbc03aae9bfe15b7f7bb0af928a4,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4e8e27b005d7fbc03aae9bfe15b7f7bb0af928a4
09a3c152576f8d6786a15fa448f09cbfa956f7b5,CycloneDX-JSON,Node.js module,276,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\09a3c152576f8d6786a15fa448f09cbfa956f7b5
176ef16acfc5d5d51be3bbde5b47b4fa212ddefd,CycloneDX-JSON,CycloneDX Maven plugin,492,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\176ef16acfc5d5d51be3bbde5b47b4fa212ddefd
c9c8e1af1c72d9dfd80d880076c13ade6dc7cee5,CycloneDX-JSON,cyclonedx-php-composer,852,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c9c8e1af1c72d9dfd80d880076c13ade6dc7cee5
9b60ac67d29a2a39a5206ba9b79b784075b657c1,CycloneDX-JSON,syft,66,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\9b60ac67d29a2a39a5206ba9b79b784075b657c1
86576403bab70e7343cdd2004e2e56d3ee3725cb,CycloneDX-JSON,cdxgen,18,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\86576403bab70e7343cdd2004e2e56d3ee3725cb
c659541016d6746fe7127c329872112593e4dcd8,CycloneDX-JSON,Gemnasium,17,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c659541016d6746fe7127c329872112593e4dcd8
65c7272170ae27341854e01f0cde4b685f6ae4ca,CycloneDX-JSON,Node.js module,1636,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\65c7272170ae27341854e01f0cde4b685f6ae4ca
09eaf59b741e42382a54d372e84e73f699de091b,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\09eaf59b741e42382a54d372e84e73f699de091b
193a91e17c9bd5e7269202aab43fc1db7d2720ad,CycloneDX-JSON,cdxgen,33,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\193a91e17c9bd5e7269202aab43fc1db7d2720ad
c8b81110274fc55947d3b1e8e005d282fd736287,CycloneDX-JSON,cyclonedx-gomod,18,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c8b81110274fc55947d3b1e8e005d282fd736287
acbcdc09d46c914bd0f18ca4d796605baf4e0ee5,CycloneDX-JSON,cyclonedx-gomod,23,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\acbcdc09d46c914bd0f18ca4d796605baf4e0ee5
aecd7f0a8f5bf3610410fef661eebb1e7e2a2b86,CycloneDX-JSON,cdxgen,45,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\aecd7f0a8f5bf3610410fef661eebb1e7e2a2b86
1229edda2dd8932ea6bbb9485e98733935311b4c,CycloneDX-JSON,cdxgen,26,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1229edda2dd8932ea6bbb9485e98733935311b4c
23f6b457bdbfff247b31df2ff4ac590744ea548e,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\23f6b457bdbfff247b31df2ff4ac590744ea548e
ba25478ae66df30301fcc20eb23480b2a277e674,CycloneDX-JSON,cyclonedx-php-composer,35,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\ba25478ae66df30301fcc20eb23480b2a277e674
2201f9a8f26637786b77e08617ae24d9b25db6fe,CycloneDX-JSON,cdxgen,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2201f9a8f26637786b77e08617ae24d9b25db6fe
5b915ec99b93efef9cf87088608199633d300b07,CycloneDX-JSON,cdxgen,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5b915ec99b93efef9cf87088608199633d300b07
3908033a3348f921e16a262dcaac719bf60c3610,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3908033a3348f921e16a262dcaac719bf60c3610
530dd4f2d177a0a27cf4934cc60a29c0d704caad,CycloneDX-JSON,Node.js module,53,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\530dd4f2d177a0a27cf4934cc60a29c0d704caad
6afa4e6615a32e61330ce3db858fdec0cc4f0654,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6afa4e6615a32e61330ce3db858fdec0cc4f0654
900a4adfc956a5fd46231120dfaf90e6bd0a200f,CycloneDX-JSON,cdxgen,84,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\900a4adfc956a5fd46231120dfaf90e6bd0a200f
8449cc565c552ad03dbc682f4ba5a640d81fbde8,CycloneDX-JSON,Gemnasium,39,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8449cc565c552ad03dbc682f4ba5a640d81fbde8
68588a92d6f3c1cf64e29048e26d21b23c9dff1e,CycloneDX-JSON,cdxgen,12,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\68588a92d6f3c1cf64e29048e26d21b23c9dff1e
fb4fe0b0ef74154815bfc56dd1c084135479bb84,CycloneDX-JSON,cdxgen,27,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\fb4fe0b0ef74154815bfc56dd1c084135479bb84
d7f0ad4727fc8e781e16ea810a1f666bfdcf0cf0,CycloneDX-JSON,Gemnasium,17,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d7f0ad4727fc8e781e16ea810a1f666bfdcf0cf0
f5cda7abba060bf7bef24b11e4e6f2e934ee523c,CycloneDX-JSON,Node.js module,1322,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f5cda7abba060bf7bef24b11e4e6f2e934ee523c
985c44e4f62754febbc50dd350c88a19f3463141,CycloneDX-JSON,CycloneDX Maven plugin,181,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\985c44e4f62754febbc50dd350c88a19f3463141
2770141c69616c4c62c9916f38362dcacf004eac,CycloneDX-JSON,Node.js module,3811,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2770141c69616c4c62c9916f38362dcacf004eac
0a997261a53bd5b404b7299ef9104d94563bec97,CycloneDX-JSON,Node.js module,1122,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0a997261a53bd5b404b7299ef9104d94563bec97
21bcb54f1be8fdc48066e9d76d14a1c0e67c2e98,CycloneDX-JSON,Node.js module,475,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\21bcb54f1be8fdc48066e9d76d14a1c0e67c2e98
4a7b0db506f886b0c2433504356e48ff7f208e54,CycloneDX-JSON,Node.js module,506,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4a7b0db506f886b0c2433504356e48ff7f208e54
2018ac311b6148d227dc26a51df96148657fe1ab,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2018ac311b6148d227dc26a51df96148657fe1ab
5b876b9067c2abebdb9dbf6897241ba787541bcd,CycloneDX-JSON,cyclonedx-php-composer,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5b876b9067c2abebdb9dbf6897241ba787541bcd
a826a89f41e2092160615f564116c903f6d1eb3f,CycloneDX-JSON,cdxgen,39,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a826a89f41e2092160615f564116c903f6d1eb3f
15b3ef7d83cde57a14635a74af85354ed3a80b2c,CycloneDX-JSON,Node.js module,172,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\15b3ef7d83cde57a14635a74af85354ed3a80b2c
a478c2906b719fde98d8c08ec8497f96db9f94cf,CycloneDX-JSON,cdxgen,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a478c2906b719fde98d8c08ec8497f96db9f94cf
d17eec93bee84a27f718a98e060e8f873e335d03,CycloneDX-JSON,cdxgen,13,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d17eec93bee84a27f718a98e060e8f873e335d03
3b99e3ec98188a5f2a224769b9e92de9e6e78978,CycloneDX-JSON,cyclonedx-gomod,33,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3b99e3ec98188a5f2a224769b9e92de9e6e78978
bab16524f3e437b74bffe5335b5af4b244817e10,CycloneDX-JSON,cdxgen,143,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\bab16524f3e437b74bffe5335b5af4b244817e10
0ff1e6cc002b5ec671401557910cd004a1a22bcd,CycloneDX-JSON,cdxgen,10,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0ff1e6cc002b5ec671401557910cd004a1a22bcd
1b8308cd473410ce2b6fbca4219f6efdc1e1a6e1,CycloneDX-JSON,cdxgen,9,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1b8308cd473410ce2b6fbca4219f6efdc1e1a6e1
beca7866f892f1dc6a4bc6dd59d4a0fefe9076ff,CycloneDX-JSON,cyclonedx-bom,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\beca7866f892f1dc6a4bc6dd59d4a0fefe9076ff
86d6f8986fe562e3d618b0e6d0b5ce718d8c81a7,CycloneDX-JSON,cdxgen,28,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\86d6f8986fe562e3d618b0e6d0b5ce718d8c81a7
dab97c304a185b1ed7329f0e2f4abdbeee13e96c,CycloneDX-JSON,cdxgen,33,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\dab97c304a185b1ed7329f0e2f4abdbeee13e96c
33d227a3619ac987550bd17a2d726b186f47167d,CycloneDX-JSON,cdxgen,31,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\33d227a3619ac987550bd17a2d726b186f47167d
12839dd2c8babec68bbbb95566d09df9f1f30a3e,CycloneDX-JSON,cyclonedx-gomod,35,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\12839dd2c8babec68bbbb95566d09df9f1f30a3e
d33e3a719e35f02c0fc6f0c4e10c9c91060942c6,CycloneDX-JSON,cdxgen,7,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d33e3a719e35f02c0fc6f0c4e10c9c91060942c6
0c1dbafec33a7c848eb43d9cbdbb574809433aa4,CycloneDX-JSON,cyclonedx-gomod,101,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0c1dbafec33a7c848eb43d9cbdbb574809433aa4
f9c29ac5f19fdd04d12a222655795f0e35744217,CycloneDX-JSON,Node.js module,145,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f9c29ac5f19fdd04d12a222655795f0e35744217
b0caec046c2106844977131b69c08c45681d4516,CycloneDX-JSON,syft,37,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b0caec046c2106844977131b69c08c45681d4516
8d593ccc99b80a96f01ecb5de114a61a46d6269f,CycloneDX-JSON,cyclonedx-php-composer,54,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8d593ccc99b80a96f01ecb5de114a61a46d6269f
4c8aa4f143c50446c8159e2c6990e5dc53daab84,CycloneDX-JSON,cyclonedx-gomod,64,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4c8aa4f143c50446c8159e2c6990e5dc53daab84
290dc9dde06dbaef36e9c86495a191572dd51b5a,CycloneDX-JSON,cyclonedx-gomod,185,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\290dc9dde06dbaef36e9c86495a191572dd51b5a
7c1b9d8bfbb0c913321e2efe95fd9dd714120100,CycloneDX-JSON,cyclonedx-gomod,56,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7c1b9d8bfbb0c913321e2efe95fd9dd714120100
a1b6621a277e568a8e7176ee021aab6db58f7c26,CycloneDX-JSON,cyclonedx-gomod,9,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a1b6621a277e568a8e7176ee021aab6db58f7c26
9c0f1fd24dff115d8d90e021fc6e823c83f89295,CycloneDX-JSON,Github Extractor,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\9c0f1fd24dff115d8d90e021fc6e823c83f89295
79e42f7416cb1c6932c22e66698963025d0646e9,CycloneDX-JSON,cdxgen,669,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\79e42f7416cb1c6932c22e66698963025d0646e9
345899d540a08fb717b63df6e2fe7ea7354043c3,CycloneDX-JSON,Github Extractor,29,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\345899d540a08fb717b63df6e2fe7ea7354043c3
328f1178ab95b638970898f81710303cb10599f5,CycloneDX-JSON,Node.js module,46,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\328f1178ab95b638970898f81710303cb10599f5
6b56d207f97af7e86dc06a1d63ffe7581a6b19c2,CycloneDX-JSON,Node.js module,22,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6b56d207f97af7e86dc06a1d63ffe7581a6b19c2
5a96a0b74a005e1781e9fed07011fae909d265f4,CycloneDX-JSON,syft,242,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5a96a0b74a005e1781e9fed07011fae909d265f4
d5399db714bb5e0403854b98761f09f572187819,CycloneDX-JSON,cyclonedx-php-composer,53,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d5399db714bb5e0403854b98761f09f572187819
7db9e17791539adcaaea9c1aebd25dd59c2d48f1,CycloneDX-JSON,syft,1280,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7db9e17791539adcaaea9c1aebd25dd59c2d48f1
b3e2762ecd81c3f114079eba320ec688b79d65cd,CycloneDX-JSON,Node.js module,6,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b3e2762ecd81c3f114079eba320ec688b79d65cd
08731cbda49613f6087b75e2c3b42c86cb4bd3aa,CycloneDX-JSON,cdxgen,22,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\08731cbda49613f6087b75e2c3b42c86cb4bd3aa
5397e37312ab3b6c0c2e3b5cdd4cf973b6d400e6,SPDX-JSON,syft,989,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5397e37312ab3b6c0c2e3b5cdd4cf973b6d400e6
0bc46e8b14b9a796238d846c749c54eab947fbc8,CycloneDX-JSON,cyclonedx-gomod,35,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0bc46e8b14b9a796238d846c749c54eab947fbc8
062cbb2c7003972eee89b4df6ac4b81fcfe358ff,CycloneDX-JSON,Node.js module,50,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\062cbb2c7003972eee89b4df6ac4b81fcfe358ff
fe4c107d25af158b69304ba099ce4b1fc3cd20e2,CycloneDX-JSON,cdxgen,532,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\fe4c107d25af158b69304ba099ce4b1fc3cd20e2
6c4ac7ac2a40474f20ab8356f1684949a3a3353c,CycloneDX-JSON,cdxgen,27,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6c4ac7ac2a40474f20ab8356f1684949a3a3353c
4e1696f3c7787cdb2dcf2026523dc6298107e433,CycloneDX-JSON,syft,408,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4e1696f3c7787cdb2dcf2026523dc6298107e433
594339e6c969e27bf2947bd0c7a7024966ca0834,CycloneDX-JSON,cyclonedx-gomod,85,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\594339e6c969e27bf2947bd0c7a7024966ca0834
55a631d0dcd5d17703883be19ad10ced5ed43690,CycloneDX-JSON,cdxgen,124,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\55a631d0dcd5d17703883be19ad10ced5ed43690
e9bd5dd7e786f62e4fdff76f77485818b9ba1b27,CycloneDX-JSON,cyclonedx-php-composer,54,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e9bd5dd7e786f62e4fdff76f77485818b9ba1b27
896f3f4b449c36bf182aa9170c30595ea3e234ed,CycloneDX-JSON,Node.js module,166,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\896f3f4b449c36bf182aa9170c30595ea3e234ed
a0a58e4f560b39951f9ef5d1c08f75f329d4b5e8,CycloneDX-JSON,cyclonedx-npm,436,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a0a58e4f560b39951f9ef5d1c08f75f329d4b5e8
0c9f1ffd131fc0e56d605dbd7b020fe54eb44e95,CycloneDX-JSON,cyclonedx-gomod,12,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0c9f1ffd131fc0e56d605dbd7b020fe54eb44e95
030b45b25c5aa54f1c3d63bb35e79ceb2e238d78,CycloneDX-JSON,Node.js module,165,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\030b45b25c5aa54f1c3d63bb35e79ceb2e238d78
bcff7c297c65edb2c5ae1ed28fb1dcd0506806d7,CycloneDX-JSON,cyclonedx-gomod,23,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\bcff7c297c65edb2c5ae1ed28fb1dcd0506806d7
