filename,format,tool,n_components,source_path
05ee5cfd3550b43d1b1775f0540fd82ab1149e47,CycloneDX-JSON,cyclonedx-gomod,22,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\05ee5cfd3550b43d1b1775f0540fd82ab1149e47
18f54d6e0fde57c70e97531fbd85e7573f260dbe,CycloneDX-JSON,cyclonedx-php-composer,47,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\18f54d6e0fde57c70e97531fbd85e7573f260dbe
6c0dccd622983f5334b9b689258e41971be50f77,CycloneDX-JSON,cdxgen,122,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6c0dccd622983f5334b9b689258e41971be50f77
e3a8a2876528a7500c46dc918b573baa08ab976d,SPDX-JSON,syft,13,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e3a8a2876528a7500c46dc918b573baa08ab976d
d3647a0fd5a5b5ecafb55f3697faff13ce55f7da,SPDX-JSON,cyclonedx:cyclonedx,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d3647a0fd5a5b5ecafb55f3697faff13ce55f7da
80b1f1c670bb3fbb37e325b4adbac03b17082097,CycloneDX-JSON,Node.js module,176,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\80b1f1c670bb3fbb37e325b4adbac03b17082097
08523acd42126e533917635c4a5767a8f134593f,CycloneDX-JSON,cdxgen,199,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\08523acd42126e533917635c4a5767a8f134593f
53a9554196c512129ed469770bcbe743abb65b72,CycloneDX-JSON,Node.js module,651,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\53a9554196c512129ed469770bcbe743abb65b72
17f1d3d9952e5f983053ddff71daaeb2dac779dd,CycloneDX-JSON,cyclonedx-php-composer,44,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\17f1d3d9952e5f983053ddff71daaeb2dac779dd
3f5e44dfc3c1dfb866ea1ecc7b7fdf406d04c8e1,CycloneDX-JSON,syft,1253,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3f5e44dfc3c1dfb866ea1ecc7b7fdf406d04c8e1
b68c0dbc6771c1546d849829412e85a1892520f2,CycloneDX-JSON,cdxgen,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b68c0dbc6771c1546d849829412e85a1892520f2
df81a95e99e6a803f72e2f8da1c7f5c828b176f5,CycloneDX-JSON,cdxgen,110,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\df81a95e99e6a803f72e2f8da1c7f5c828b176f5
0cd499981c9455bb31e6305bdc28cfc2e2fb65ff,CycloneDX-JSON,Github Extractor,13,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0cd499981c9455bb31e6305bdc28cfc2e2fb65ff
195e91b8d64b866855e3ca291b79d275e05017c0,CycloneDX-JSON,CycloneDX Maven plugin,3623,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\195e91b8d64b866855e3ca291b79d275e05017c0
f31afb54bb94a75ade5a3a2faeddc4a22143b5a1,CycloneDX-JSON,cdxgen,10,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f31afb54bb94a75ade5a3a2faeddc4a22143b5a1
ae94c76409b53babf56f6756929350acc9fc4ac1,CycloneDX-JSON,syft,497,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\ae94c76409b53babf56f6756929350acc9fc4ac1
30472ec3b69e08e3fac3f850b5b3297f1cba573d,CycloneDX-JSON,CycloneDX Maven plugin,31,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\30472ec3b69e08e3fac3f850b5b3297f1cba573d
52e64875a7044811cc9d80c884d13c4a93b8f79c,CycloneDX-JSON,Node.js module,246,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\52e64875a7044811cc9d80c884d13c4a93b8f79c
4a0e4be6f24a90779d0f677b4decfd402c8004ca,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4a0e4be6f24a90779d0f677b4decfd402c8004ca
a4f147d0cb3dc03089e1864facab7075e4e6c2ae,CycloneDX-JSON,Github Extractor,37,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a4f147d0cb3dc03089e1864facab7075e4e6c2ae
8bc9d69e0fa2ae27db55081998a4cadf565683fb,CycloneDX-JSON,cdxgen,21,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8bc9d69e0fa2ae27db55081998a4cadf565683fb
589411a57f6f2836f8c4e5c96b0fa195d2a4ce9f,CycloneDX-JSON,cdxgen,105,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\589411a57f6f2836f8c4e5c96b0fa195d2a4ce9f
9c5c83c1bcafbff5b222262312d66ab362edd2d4,CycloneDX-JSON,cdxgen,19,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\9c5c83c1bcafbff5b222262312d66ab362edd2d4
5ff7956adfc6948d04408f014d49edfcaae1379a,CycloneDX-JSON,cyclonedx-gomod,170,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5ff7956adfc6948d04408f014d49edfcaae1379a
377a9e48ee2308803223ddbf513ecc5c0ac48cb3,CycloneDX-JSON,Gemnasium,991,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\377a9e48ee2308803223ddbf513ecc5c0ac48cb3
f3f93da87d3174b25aab860facd0d67becf5ed97,CycloneDX-JSON,Node.js module,946,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f3f93da87d3174b25aab860facd0d67becf5ed97
ccd406d744c1472392e6da0d8bd25f64ba7fb515,CycloneDX-JSON,Node.js module,2335,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\ccd406d744c1472392e6da0d8bd25f64ba7fb515
248e91bcefd85800ce686f848045c13caa8dad32,CycloneDX-JSON,cyclonedx-gomod,22,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\248e91bcefd85800ce686f848045c13caa8dad32
265c5061e89f7af2f4d2e9d5691bb7d8d1d65036,CycloneDX-JSON,Gemnasium,21,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\265c5061e89f7af2f4d2e9d5691bb7d8d1d65036
3ef3f4dff964c14fdcd07816b5e4a0e49a7a5e71,CycloneDX-JSON,cdxgen,68,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3ef3f4dff964c14fdcd07816b5e4a0e49a7a5e71
397766502374141e6d88adf2fc0def13c0c9fbcf,CycloneDX-JSON,cdxgen,18,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\397766502374141e6d88adf2fc0def13c0c9fbcf
480fb53a590d2f312afe759c04c49fdc4e44cdd9,CycloneDX-JSON,cyclonedx-bom,6,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\480fb53a590d2f312afe759c04c49fdc4e44cdd9
068b158fa194efbcb033337a1b1ce7a337273d08,CycloneDX-JSON,Node.js module,66,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\068b158fa194efbcb033337a1b1ce7a337273d08
c50d1183242e59c74a0f2aaff4148b0397c17773,CycloneDX-JSON,Node.js module,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c50d1183242e59c74a0f2aaff4148b0397c17773
31525157995ccb2bf5978dbcc67fadc0b5ec05fd,CycloneDX-JSON,cyclonedx-php-composer,57,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\31525157995ccb2bf5978dbcc67fadc0b5ec05fd
756b0aad1b4bdf6c0ac707b6b65993fbd48b3123,CycloneDX-JSON,cdxgen,39,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\756b0aad1b4bdf6c0ac707b6b65993fbd48b3123
e18b66542953f6bcb17864c7d88ee68e0097a3ba,CycloneDX-JSON,cyclonedx-php-composer,133,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e18b66542953f6bcb17864c7d88ee68e0097a3ba
7dcde8929ab260d06db0fe9c3c590a281d796c36,CycloneDX-JSON,CycloneDX Maven plugin,2529,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7dcde8929ab260d06db0fe9c3c590a281d796c36
6a180a69a567ca142db9011d95b2a0aa32104ebf,CycloneDX-JSON,cdxgen,138,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6a180a69a567ca142db9011d95b2a0aa32104ebf
d2ef20fc78ebf9742f63cb31e99ad86c662e8ea8,CycloneDX-JSON,cdxgen,19,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d2ef20fc78ebf9742f63cb31e99ad86c662e8ea8
99bdcd017099459d8b0db2340d7620d24556eef4,CycloneDX-JSON,cyclonedx-php-composer,17,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\99bdcd017099459d8b0db2340d7620d24556eef4
bceab17b39a2d264f4bbc131e8275e3c66ec91ae,CycloneDX-JSON,cyclonedx-gomod,137,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\bceab17b39a2d264f4bbc131e8275e3c66ec91ae
ecd74508d1202929a2f12703a404e932b6d4779a,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,502,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\ecd74508d1202929a2f12703a404e932b6d4779a
87b778fae89e8478dbd422136adf7fc7392aa54e,CycloneDX-JSON,cdxgen,43,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\87b778fae89e8478dbd422136adf7fc7392aa54e
3739a5d56618c083af9e58e7014f9330d5fe9b69,CycloneDX-JSON,cyclonedx-php-composer,57,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3739a5d56618c083af9e58e7014f9330d5fe9b69
41f71eb0e077e219ff9e17f4930bcb0b290f845e,CycloneDX-JSON,cdxgen,16,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\41f71eb0e077e219ff9e17f4930bcb0b290f845e
cd0f03592851258f9b30ce7bfe1441436cf257be,CycloneDX-JSON,cdxgen,31,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\cd0f03592851258f9b30ce7bfe1441436cf257be
72ea4611b9b41d6f2458c251959f3a70fa13f0c6,CycloneDX-JSON,cdxgen,51,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\72ea4611b9b41d6f2458c251959f3a70fa13f0c6
4fbd8f2d1a7d437d45e25470e7ba964e7084949d,CycloneDX-JSON,cyclonedx-bom,59,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\4fbd8f2d1a7d437d45e25470e7ba964e7084949d
3ab8acc5956d7fbda4eacf81409606ce5944e188,SPDX-JSON,cyclonedx:cyclonedx,9,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3ab8acc5956d7fbda4eacf81409606ce5944e188
d10c4b0266c4ce915794a39ec35e4206a1be5282,CycloneDX-JSON,syft,790,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d10c4b0266c4ce915794a39ec35e4206a1be5282
17339d24c7d614751dc150258b2f10cb168753de,CycloneDX-JSON,cdxgen,14,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\17339d24c7d614751dc150258b2f10cb168753de
f83aa97a89332e9865680f8f6ba125cd717986b1,CycloneDX-JSON,Node.js module,3009,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f83aa97a89332e9865680f8f6ba125cd717986b1
69831337a1c61d5dc26d6747ab0f197bc43694c1,CycloneDX-JSON,cyclonedx-gomod,125,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\69831337a1c61d5dc26d6747ab0f197bc43694c1
377dc3bf0408d98e37db9be51a9c230b702b1dfa,CycloneDX-JSON,cdxgen,21,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\377dc3bf0408d98e37db9be51a9c230b702b1dfa
5e505396d95ac0ca7ea3e550076ba2c33aeb6a1f,CycloneDX-JSON,npm,51,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5e505396d95ac0ca7ea3e550076ba2c33aeb6a1f
e6a93883eba6ffb9807b3be1324e0a701b4cd251,CycloneDX-JSON,cyclonedx-gomod,14,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e6a93883eba6ffb9807b3be1324e0a701b4cd251
c8c2a9d239d1059503cbb81c4d9b952cd064475c,CycloneDX-JSON,cyclonedx-gomod,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c8c2a9d239d1059503cbb81c4d9b952cd064475c
75db813983331b365618b6ddf3427c9ed31acb9c,CycloneDX-JSON,unknown,46,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\75db813983331b365618b6ddf3427c9ed31acb9c
af288c507a5f77851365ec5d36778dc1469967f9,CycloneDX-JSON,Node.js module,1413,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\af288c507a5f77851365ec5d36778dc1469967f9
05840c53fa3e6f92c37d9c35e79ab5f23a6d22f0,CycloneDX-JSON,Node.js module,139,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\05840c53fa3e6f92c37d9c35e79ab5f23a6d22f0
8f364c73d961080efdd394ed8b0323673063c100,CycloneDX-JSON,cyclonedx-php-composer,133,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8f364c73d961080efdd394ed8b0323673063c100
31fbc1d90c2059785e582b14e46ee104ef6ed1a9,CycloneDX-JSON,cdxgen,1075,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\31fbc1d90c2059785e582b14e46ee104ef6ed1a9
e33f68cd370f5ffd85e3662b6feb8693e0056867,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e33f68cd370f5ffd85e3662b6feb8693e0056867
0731542b1feb362625ec1131ed41aaedd6818a6d,CycloneDX-JSON,Node.js module,2465,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0731542b1feb362625ec1131ed41aaedd6818a6d
25d2eda8719cf3e023e23697747f75056e915fc6,CycloneDX-JSON,Node.js module,31,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\25d2eda8719cf3e023e23697747f75056e915fc6
70a535d674d1bf4da920036594bca98c8203574d,CycloneDX-JSON,hoppr,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\70a535d674d1bf4da920036594bca98c8203574d
25a80bcfd286f088bf8a6d71203ef1863162c6c0,CycloneDX-JSON,cdxgen,17,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\25a80bcfd286f088bf8a6d71203ef1863162c6c0
5befc1c02af60a672ac2f43e5d778c69ffabcc34,CycloneDX-JSON,Node.js module,1315,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5befc1c02af60a672ac2f43e5d778c69ffabcc34
7707ba35a0f55b6e7d95641c04a9757b1afeb8c1,CycloneDX-JSON,cyclonedx-gomod,63,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7707ba35a0f55b6e7d95641c04a9757b1afeb8c1
2f30619abe8d9f46867c0b7a3bbf58145e77c695,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,552,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2f30619abe8d9f46867c0b7a3bbf58145e77c695
7c4aca452be77960f7d7643d4970d978791f46bc,CycloneDX-JSON,cdxgen,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7c4aca452be77960f7d7643d4970d978791f46bc
1494107139f2dc8fd2a85351c46e163bde08154d,CycloneDX-JSON,cdxgen,90,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1494107139f2dc8fd2a85351c46e163bde08154d
e145cff6c216ed631be3c926834efbd4ea8717ff,CycloneDX-JSON,cdxgen,27,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e145cff6c216ed631be3c926834efbd4ea8717ff
5170999bdb7980c5c399695504b9926cb08547db,CycloneDX-JSON,Node.js module,2373,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5170999bdb7980c5c399695504b9926cb08547db
7bb2bdaf068de4506586994cd51184e10ba54e0e,CycloneDX-JSON,Node.js module,240,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7bb2bdaf068de4506586994cd51184e10ba54e0e
0b5cd5614b962abb2df8dfbb8ac05fcbbff5dd4c,CycloneDX-JSON,cyclonedx-php-composer,42,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0b5cd5614b962abb2df8dfbb8ac05fcbbff5dd4c
d614672dfdf619b1af39e32bffad003728fc5db8,CycloneDX-JSON,cdxgen,57,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d614672dfdf619b1af39e32bffad003728fc5db8
359fd7a994f81f10bc0b77eec5577baf496ce225,CycloneDX-JSON,cdxgen,24,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\359fd7a994f81f10bc0b77eec5577baf496ce225
6520e1e8fb21ec6f0dca5569316a9a96051be28e,CycloneDX-JSON,cyclonedx-gomod,82,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6520e1e8fb21ec6f0dca5569316a9a96051be28e
f1bf8bc556884e7871a57298808de842d43525f6,CycloneDX-JSON,cdxgen,178,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f1bf8bc556884e7871a57298808de842d43525f6
6d52a9a4086cd606767927760eb55d873356aecf,CycloneDX-JSON,cyclonedx-gomod,149,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\6d52a9a4086cd606767927760eb55d873356aecf
7e545a9e20003752c5b4e7092d3790dc96bb6e33,CycloneDX-JSON,cyclonedx-gomod,60,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7e545a9e20003752c5b4e7092d3790dc96bb6e33
e98ca0c81fbf5198b934301f1ffdd128c0fbe8f5,CycloneDX-JSON,syft,189,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e98ca0c81fbf5198b934301f1ffdd128c0fbe8f5
2635e0778441fe2597840a9fde865a9a99e4bf3b,CycloneDX-JSON,Node.js module,210,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2635e0778441fe2597840a9fde865a9a99e4bf3b
000540bb222ce9ccbbd8a3f9f71a3b83b4859d47,CycloneDX-JSON,cyclonedx-php-composer,36,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\000540bb222ce9ccbbd8a3f9f71a3b83b4859d47
2d1c7d78630c99f6d3cee2c7b84ae3f39cba23b5,CycloneDX-JSON,cdxgen,5,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2d1c7d78630c99f6d3cee2c7b84ae3f39cba23b5
2f23a94402f8706c86d4739f94ea0fb58389aabe,CycloneDX-JSON,cyclonedx-php-composer,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2f23a94402f8706c86d4739f94ea0fb58389aabe
5994f0e12a8ede033e015b6ee9908fb3189b2b14,CycloneDX-JSON,CycloneDX Maven plugin,6,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5994f0e12a8ede033e015b6ee9908fb3189b2b14
3a704f525c385c3804a57a96140d641cb823a671,CycloneDX-JSON,cdxgen,43,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\3a704f525c385c3804a57a96140d641cb823a671
65c68be6c475e18a28e8863c8e2519c493e1e267,CycloneDX-JSON,cdxgen,12,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\65c68be6c475e18a28e8863c8e2519c493e1e267
be999df2443dd6919622db6cfb57e42c975022eb,CycloneDX-JSON,Node.js module,15,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\be999df2443dd6919622db6cfb57e42c975022eb
a27512da1f576641f33c2c60f291716c01fafd52,CycloneDX-JSON,syft,540,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a27512da1f576641f33c2c60f291716c01fafd52
2e77126b2e27c4773b56fa47f66a2b60e277e1ff,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2e77126b2e27c4773b56fa47f66a2b60e277e1ff
49a7083d474f73279ce1d39d4e40f8b62058907d,CycloneDX-JSON,cdxgen,7,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\49a7083d474f73279ce1d39d4e40f8b62058907d
45cc9a86d77b8874b3d369c42a901a5363df6446,CycloneDX-JSON,cyclonedx-php-composer,173,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\4\45cc9a86d77b8874b3d369c42a901a5363df6446
b0f4cf0a913b9e88d87ac6355af5be15a36ae983,CycloneDX-JSON,unknown,30,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b0f4cf0a913b9e88d87ac6355af5be15a36ae983
b1ad671001dde4dc4d7086afed7450edcfc713f2,CycloneDX-JSON,cyclonedx-php-composer,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b1ad671001dde4dc4d7086afed7450edcfc713f2
c7688fdfe5c7f24261b5a8606cf3587e3ac22185,CycloneDX-JSON,Node.js module,132,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c7688fdfe5c7f24261b5a8606cf3587e3ac22185
e4ad4d22032e5cd4d7edb7df390302f5b585ef04,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e4ad4d22032e5cd4d7edb7df390302f5b585ef04
d63a373ba9a15ad8d69d9e0d7d41611159248705,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\d63a373ba9a15ad8d69d9e0d7d41611159248705
a95c11bc069476b37e9ee76c5b061f0988710b19,CycloneDX-JSON,cdxgen,9,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a95c11bc069476b37e9ee76c5b061f0988710b19
7fe49908f6905e2e6922feaf5aa27327ecb49bff,CycloneDX-JSON,Node.js module,13,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7fe49908f6905e2e6922feaf5aa27327ecb49bff
1c4ecb0c8ded954decc31cc586e7afc3eb40a587,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1c4ecb0c8ded954decc31cc586e7afc3eb40a587
f70c92deab41f2687ac0f286ab27bb2605ee9a68,CycloneDX-JSON,cdxgen,22,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\f70c92deab41f2687ac0f286ab27bb2605ee9a68
9cacdb5b3c0968355654137e719fc0a03627c899,CycloneDX-JSON,cyclonedx-gomod,48,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\9\9cacdb5b3c0968355654137e719fc0a03627c899
8004e8d5858d2311ee88cbda62173667e052914a,CycloneDX-JSON,cyclonedx-gomod,60,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8004e8d5858d2311ee88cbda62173667e052914a
28b1d8b3401cd165de3cd3e0830294cb02b77b7b,CycloneDX-JSON,Node.js module,905,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\28b1d8b3401cd165de3cd3e0830294cb02b77b7b
b913d29752565ec260493665973d6f9790f604a8,CycloneDX-JSON,cdxgen,138,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\b\b913d29752565ec260493665973d6f9790f604a8
1ec7682464a803372c13a25efe9af2d536f524ab,CycloneDX-JSON,Node.js module,1459,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1ec7682464a803372c13a25efe9af2d536f524ab
c7c21d7f401ee56a59b68ddd74ccdd2cbebe3294,CycloneDX-JSON,cyclonedx-php-composer,34,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\c\c7c21d7f401ee56a59b68ddd74ccdd2cbebe3294
a4854aeeedf3a999fd298647881cc71fd8478d93,CycloneDX-JSON,cdxgen,16,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\a4854aeeedf3a999fd298647881cc71fd8478d93
8124d0a7a3c83b397aa590b4d2406d61bef18dba,SPDX-JSON,cyclonedx:cyclonedx,8,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8124d0a7a3c83b397aa590b4d2406d61bef18dba
df96482a74652413278bbf737a27c044e011f11c,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\df96482a74652413278bbf737a27c044e011f11c
07ea7f14c076dc11a1c6465469ed28575ac77809,CycloneDX-JSON,cdxgen,7,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\07ea7f14c076dc11a1c6465469ed28575ac77809
7d567e45b30b7c112501521b9ee8602459a519e9,CycloneDX-JSON,cdxgen,7,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\7d567e45b30b7c112501521b9ee8602459a519e9
77a7ebba094204c608fac4d563b990748794cd69,CycloneDX-JSON,cyclonedx-bom,11,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\7\77a7ebba094204c608fac4d563b990748794cd69
e355000fd34d62ba2cf88f88a154c125902f766a,CycloneDX-JSON,Gemnasium,17,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\e\e355000fd34d62ba2cf88f88a154c125902f766a
1b8c9d172c95818cf0beb3967d9cd5f3407fdc04,CycloneDX-JSON,Node.js module,32,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\1b8c9d172c95818cf0beb3967d9cd5f3407fdc04
319454bdeb1f9e67cafa9253c618719eec31c765,CycloneDX-JSON,Github Extractor,23,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\3\319454bdeb1f9e67cafa9253c618719eec31c765
601f66883454347635f002e8664055ce93212086,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\601f66883454347635f002e8664055ce93212086
12d076fe66c46d9cb688841f756fc1e401f0ca23,CycloneDX-JSON,syft,109,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\1\12d076fe66c46d9cb688841f756fc1e401f0ca23
2702dd643e27d17b9d4646a1df1f1a12475710eb,CycloneDX-JSON,cdxgen,29,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\2\2702dd643e27d17b9d4646a1df1f1a12475710eb
0347c70950851beed2a1f34ad58cf7d9ddea1c3b,CycloneDX-JSON,Github Extractor,22,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0347c70950851beed2a1f34ad58cf7d9ddea1c3b
8767d18094630fbc7ed90a673ce0fbf5295deb8f,CycloneDX-JSON,cyclonedx-php-composer,70,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\8\8767d18094630fbc7ed90a673ce0fbf5295deb8f
61ffaf4524a6c9cf9d784c593856181dfa254df9,CycloneDX-JSON,Node.js module,1381,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\6\61ffaf4524a6c9cf9d784c593856181dfa254df9
dec539d5f416ceeb8b921ccc2b612a209b1bdcad,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,4172,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\d\dec539d5f416ceeb8b921ccc2b612a209b1bdcad
0278a9afb58154cdf1e199e1ebc034195ae3efe5,CycloneDX-JSON,Node.js module,105,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\0\0278a9afb58154cdf1e199e1ebc034195ae3efe5
5aaca08be40421e641c12bde78e88a8cbaf44340,CycloneDX-JSON,cdxgen,129,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\5aaca08be40421e641c12bde78e88a8cbaf44340
ff308b3a5c68cad3c869cbcd10822faec00a849a,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\f\ff308b3a5c68cad3c869cbcd10822faec00a849a
ab57a0a3e2b6e5e0c97373bc19d8e142ee6bffaa,CycloneDX-JSON,syft,185,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\a\ab57a0a3e2b6e5e0c97373bc19d8e142ee6bffaa
553211d5c49efa95e08e0b36a9364a8b9ff5535a,CycloneDX-XML,unknown,99,C:\Users\hkana\Downloads\sbom-cra-research\data\raw\5\553211d5c49efa95e08e0b36a9364a8b9ff5535a
