filename,format,tool,n_components,B1_result,B1_score,B1_detail,B2_result,B2_score,B2_detail,B3_result,B3_score,B3_detail,B4_result,B4_score,B4_detail
00046fe27ff99b259a5765ed2842b17b5075a968,CycloneDX-JSON,cyclonedx-gomod,84,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 29 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
000540bb222ce9ccbbd8a3f9f71a3b83b4859d47,CycloneDX-JSON,cyclonedx-php-composer,36,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PARTIAL,0.967,29/30 license IDs are valid SPDX; invalid examples: BSD
001baa3eb79a0e698f77c6b2cfe88c9cc2bf0d79,CycloneDX-JSON,Github Extractor,20,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 19 unknown (of 20 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.214,"3/14 license IDs are valid SPDX; invalid examples: GPLv2, Python Software Foundation License, BSD"
002dccc13b740f6d16f1cf1c56a996f29bbcdb22,CycloneDX-JSON,trivy,138,PASS,1.0,20/20 CVE IDs confirmed via OSV.dev,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
003105d9006bbbab6f24f898ec4e935bb5c9b8ca,CycloneDX-JSON,cyclonedx-php-composer,25,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 18 unknown (of 18 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.619,"13/21 license IDs are valid SPDX; invalid examples: Apache 2.0, Python Software Foundation License, Copyright C 2001-2005 by Vinay Sajip. All Rights Reserved. See LICENSE for license."
003589bd7973c0ebceba7053d0aa560f3bd37b74,CycloneDX-JSON,cyclonedx-gomod,149,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 29 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
003bcca294c878addca9b677bbdc099165b8318d,CycloneDX-JSON,cdxgen,14,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/14 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
004395a7b1fce8118fd247c40584ee1f1a895188,CycloneDX-JSON,cdxgen,10,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 2 EOL, 8 unknown (of 10 checked)",PASS,1.0,10/10 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0048b8719e866ca1140631326dee5631b53f123b,CycloneDX-JSON,cdxgen,44,SKIP,0.0,No vulnerabilities declared — A8 failed,PARTIAL,0.25,"1 supported, 3 EOL, 26 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.333,10/30 license IDs are valid SPDX; invalid examples: BSD
004a413825bd4c22de69ead69998672565324e9b,CycloneDX-JSON,cyclonedx-gomod,12,SKIP,0.0,No vulnerabilities declared — A8 failed,PASS,1.0,"1 supported, 0 EOL, 10 unknown (of 11 checked)",PASS,1.0,12/12 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0055af053b1237a60fa957aedae260338998e268,CycloneDX-JSON,cdxgen,1669,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.917,11/12 license IDs are valid SPDX; invalid examples: new BSD License
005a6aa0a5a6374fff093e004d57820c7c7b1d87,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
005e532b0556d5e2c71aa2cb7b88a55bc129615e,CycloneDX-JSON,cyclonedx-php-composer,140,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
008bc7c8b60bfbd6494580e2d831d079acb5ff78,CycloneDX-JSON,cyclonedx-php-composer,17,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 9 unknown (of 9 checked)",PARTIAL,0.533,8/15 PURLs resolved successfully,PARTIAL,0.714,"10/14 license IDs are valid SPDX; invalid examples: ZPL 2.1, BSD, Python Software Foundation License"
0096ec815e6615c4c7c95c2ebc0d3ca80946093e,CycloneDX-JSON,cdxgen,12,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 2 EOL, 10 unknown (of 12 checked)",PASS,1.0,12/12 PURLs resolved successfully,PARTIAL,0.75,"9/12 license IDs are valid SPDX; invalid examples: BSD, Apache 2.0, Copyright C 2001-2005 by Vinay Sajip. All Rights Reserved. See LICENSE for license."
009dcc64bcd0b2c097b07218c14cbab85d91c7ab,CycloneDX-JSON,Node.js module,1123,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
00a09c5e34bd3f5923b36cd8594b5123efa63baa,CycloneDX-JSON,cdxgen,26,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
00aba3180ff677771009e81991f570672c28bcef,CycloneDX-JSON,cyclonedx-gomod,93,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
00cf4dfd236d3b332b7ca37035abfef45ec78e77,CycloneDX-JSON,Gemnasium,17,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 3 EOL, 14 unknown (of 17 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
00d67b80dd397230b9c3675048f9b5333f7daf76,CycloneDX-JSON,cdxgen,8,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 8 unknown (of 8 checked)",PASS,1.0,8/8 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
00d824527418e0bd2eced118a6ef7e38120e0839,CycloneDX-JSON,cdxgen,25,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 2 EOL, 23 unknown (of 25 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.368,"7/19 license IDs are valid SPDX; invalid examples: BSD, LGPL, Apache License 2.0"
00ec9965767f5a1a614f65ad9a0a9ee9daa80eb4,CycloneDX-JSON,cyclonedx-php-composer,44,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PARTIAL,0.967,29/30 license IDs are valid SPDX; invalid examples: BSD
00ec9a1c8925914a1860e6279a03030b65a1ab32,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
01034eab37421d004edec97f53396657fe466cb2,CycloneDX-JSON,cdxgen,84,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
011a74f97f4aa8fcc692d58a7c745b6956793eda,CycloneDX-JSON,Node.js module,272,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
0122c25da31d4a7344999e9553f0b1f5db5c2c25,CycloneDX-JSON,Gemnasium,46,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
016c89fcb46487b8b1c1f30bcad8d1d7e6b4f26d,CycloneDX-JSON,cyclonedx-php-composer,48,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PARTIAL,0.967,29/30 license IDs are valid SPDX; invalid examples: BSD
016ce9620d498a8827a13d46856eb70bf2da433e,CycloneDX-JSON,cdxgen,240,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
016dbe4a9d85aa9bb169f01cf6478061536c6027,CycloneDX-JSON,Node.js module,880,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
0174f55388050c162ff1e778e03df4b997c50de9,CycloneDX-JSON,cdxgen,6,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 2 EOL, 4 unknown (of 6 checked)",PASS,1.0,6/6 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
01769deb5960df6cbd21955ed70de63a9e73cee7,CycloneDX-JSON,cdxgen,41,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0177951c611feaa46a1c302e4de2b32edf894bff,CycloneDX-JSON,cdxgen,201,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
018caddec9aa1ad848de170d0eeeaa97a4f37560,CycloneDX-JSON,cdxgen,31,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
019e58cea04995659cfbd619a4cf7bb23e22514b,CycloneDX-JSON,cdxgen,6,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 2 EOL, 4 unknown (of 6 checked)",PASS,1.0,6/6 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
019ef720557f494abf4d5e1d62d73577b8d19e6e,CycloneDX-JSON,Node.js module,5,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 5 unknown (of 5 checked)",PASS,1.0,5/5 PURLs resolved successfully,PARTIAL,0.667,2/3 license IDs are valid SPDX; invalid examples: Python Software Foundation License
01a02177c0bb466e8551f7daf4b10c0f7280360d,CycloneDX-JSON,Gemnasium,17,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 3 EOL, 14 unknown (of 17 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
01b4c4eae73eb2417b6491b3e7209ea7196acd6e,CycloneDX-JSON,cyclonedx-php-composer,8,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/8 PURLs resolved successfully,PARTIAL,0.875,7/8 license IDs are valid SPDX; invalid examples: BSD
01c6c047e30999497f4ccea84c44a8bc52b3f67e,CycloneDX-JSON,cdxgen,1344,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
01f1b37d962b1d592d1a2badca8a4c89f326349c,CycloneDX-JSON,cyclonedx-php-composer,8,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/8 PURLs resolved successfully,PARTIAL,0.875,7/8 license IDs are valid SPDX; invalid examples: BSD
01f4b05a8704903d0d7f0d55c81910af5b34f4a2,CycloneDX-JSON,syft,41,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PASS,1.0,37/37 license IDs are valid SPDX
01fdb2f9b117bfda161c3dabf7fda273b573595e,CycloneDX-JSON,cdxgen,65,SKIP,0.0,No vulnerabilities declared — A8 failed,PARTIAL,0.25,"1 supported, 3 EOL, 26 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.533,"16/30 license IDs are valid SPDX; invalid examples: BSD, PSF"
02064d8b6b49bc043ed48001c323bf2568388828,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 2 unknown (of 2 checked)",PASS,1.0,2/2 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0206cdf1b5502fa3182c37c1b2ba2f970b678c01,CycloneDX-JSON,Github Extractor,13,SKIP,0.0,No vulnerabilities declared — A8 failed,PARTIAL,0.5,"1 supported, 1 EOL, 11 unknown (of 13 checked)",PASS,1.0,13/13 PURLs resolved successfully,PARTIAL,0.3,"3/10 license IDs are valid SPDX; invalid examples: BSD, Python Software Foundation License, BSD Licence"
02080f1cca00096f58eba5307548ae2458ee146d,CycloneDX-JSON,Node.js module,635,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
020e6dee6e88a9962d1a805cb65041f36f0c43e6,SPDX-JSON,cyclonedx:cyclonedx,8,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 8 unknown (of 9 checked)",PASS,1.0,9/9 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0216967820cdfb1289e90156f9853f8bc741741d,CycloneDX-JSON,cdxgen,79,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0220e9405cee31fb96748dc607db43f98b14dfa5,CycloneDX-JSON,cdxgen,9,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/9 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
02444a970c4444e5dd70fa3ad3e6cc05911668c8,CycloneDX-JSON,cyclonedx-gomod,53,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0253d77e24f5863288676fd72bb4d40fc0f5e7d9,CycloneDX-JSON,syft,174,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,PARTIAL,0.067,1/15 PURLs resolved successfully,PASS,1.0,80/80 license IDs are valid SPDX
02594d5a69142ba88c27054f0de9ed4c30304b9e,CycloneDX-JSON,Node.js module,438,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
025c90064336dee3fef1464b18d0275cca016cf9,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,SKIP,0.0,No PURLs found in SBOM,SKIP,0.0,No license data to validate — A11 failed
025f2379ccfb3d70f5d4988f565a9ae292f5c500,CycloneDX-JSON,cyclonedx-php-composer,8,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/8 PURLs resolved successfully,PARTIAL,0.875,7/8 license IDs are valid SPDX; invalid examples: BSD
02623359bb0b64d013bec30bb12bfc6311109687,CycloneDX-JSON,cyclonedx-gomod,109,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
02684aed131ebef5e433dc2b46be480eade33caf,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,SKIP,0.0,No PURLs found in SBOM,SKIP,0.0,No license data to validate — A11 failed
026bec341cfcf3f494e2d6596a4b427aac279458,CycloneDX-JSON,Node.js module,8,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 7 unknown (of 8 checked)",PASS,1.0,8/8 PURLs resolved successfully,PARTIAL,0.4,"2/5 license IDs are valid SPDX; invalid examples: Python Software Foundation License, LGPL 2.1 or later, BSD Licence"
0278a9afb58154cdf1e199e1ebc034195ae3efe5,CycloneDX-JSON,Node.js module,105,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.967,29/30 license IDs are valid SPDX; invalid examples: BSD
027c91d1d3a5a9949ef8ab031af7d104f3cc7e8d,CycloneDX-JSON,cdxgen,47,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
027e1a1a87f0ad5723afd43276c45e397c514d80,CycloneDX-JSON,Node.js module,91,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 4 EOL, 26 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.4,"12/30 license IDs are valid SPDX; invalid examples: Apache License, Version 2.0, PSF, ZPL 2.1"
0295453a86a8262957225b8807bed407bde6ec1e,CycloneDX-JSON,cdxgen,16,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 15 unknown (of 16 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.9,"18/20 license IDs are valid SPDX; invalid examples: Apache Software License 2.0, New BSD"
02a6dbd5db5dfdb85ce4545d7850b37d24b4a844,CycloneDX-JSON,cyclonedx-php-composer,129,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
02d0d0684020c5a0f94806d2f32a0251a47ac0a7,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,452,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 1 unknown (of 1 checked)",PARTIAL,0.067,1/15 PURLs resolved successfully,PARTIAL,0.333,"20/60 license IDs are valid SPDX; invalid examples: LicenseRef-ae-BSD, LicenseRef-ae-GNU-DBM, LicenseRef-ae-Apache"
02f3fc61129a6ca1fdffcd06dcdbaf4c75b0a5f0,CycloneDX-JSON,cdxgen,125,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
030b45b25c5aa54f1c3d63bb35e79ceb2e238d78,CycloneDX-JSON,Node.js module,165,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
030cf90d01b2821951c8eb7c017cabfb2da9f65d,CycloneDX-JSON,Node.js module,2045,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
032380bf5175d37b7b7188bfa053bfefa209dd9f,CycloneDX-JSON,cyclonedx-php-composer,99,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
03360c13b1c9c6bd772e545fdc8ddd81222bfb26,CycloneDX-JSON,Node.js module,9,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 1 unknown (of 1 checked)",PARTIAL,0.111,1/9 PURLs resolved successfully,PARTIAL,0.778,"7/9 license IDs are valid SPDX; invalid examples: BSD, ZPL 2.1"
033b28e4243d7e71a91c49c6a94f48b47799f927,CycloneDX-JSON,CycloneDX Maven plugin makeAggregateBom,2578,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.967,29/30 license IDs are valid SPDX; invalid examples: Public Domain
0347c70950851beed2a1f34ad58cf7d9ddea1c3b,CycloneDX-JSON,Github Extractor,22,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 2 EOL, 20 unknown (of 22 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.333,"5/15 license IDs are valid SPDX; invalid examples: Python Software Foundation License, MIT License, Copyright C 2001-2005 by Vinay Sajip. All Rights Reserved. See LICENSE for license."
0348fdd6300bac06d1c111552a9904e66e276588,CycloneDX-JSON,cyclonedx-gomod,8,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 7 unknown (of 7 checked)",PASS,1.0,8/8 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
0359a2129c81f6425150558e88b5dd77ab911946,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 1 unknown (of 1 checked)",PASS,1.0,1/1 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
035e1e0c8d4dea1dd9b64a5ad0d9725ce87be3c6,CycloneDX-JSON,cdxgen,683,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 5 EOL, 25 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.944,"34/36 license IDs are valid SPDX; invalid examples: License :: OSI Approved :: Apache Software License, GNU LGPL"
038ea0bc0d3314876aa29be98e4ae3f864f84a70,CycloneDX-JSON,cyclonedx-php-composer,87,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
0396deab332a5f544ea5b3b873237b913ed62b0b,CycloneDX-JSON,cyclonedx-gomod,17,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 1 EOL, 15 unknown (of 16 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
03b1d50e308acf513d8ed28f6e003f5a0d0ab8d7,SPDX-JSON,phoenix container pipeline/metaeffekt plugins,412,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,SKIP,0.0,No PURLs found in SBOM,PARTIAL,0.967,"58/60 license IDs are valid SPDX; invalid examples: LicenseRef-scancode-mit-old-style-no-advert, LicenseRef-ae-GPL-2.0-Autoconf-Exception-GPL-004, LicenseRef-ae-X11-Var001"
03d046820ee791e7dd968bd15b85eccd93f4c45c,CycloneDX-JSON,Node.js module,2066,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
03d67a987bda355247e473f337f156ad7576d4ed,CycloneDX-JSON,Github Extractor,13,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 13 unknown (of 13 checked)",PASS,1.0,13/13 PURLs resolved successfully,PARTIAL,0.364,"4/11 license IDs are valid SPDX; invalid examples: Python Software Foundation License, MIT License, ZPL 2.1"
03ee0d9adb570c26acf1fea97b014254ecbdcd29,CycloneDX-JSON,Gemnasium,1123,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
03f70dd105b71372e1a7d834b6fbde7be173bdb2,CycloneDX-JSON,syft,188,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 1 unknown (of 1 checked)",PARTIAL,0.067,1/15 PURLs resolved successfully,PASS,1.0,65/65 license IDs are valid SPDX
040ed641c9d6098fb5484141097d69246dcf4559,CycloneDX-JSON,cdxgen,578,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
041722174370151b1facda986383d91bcb687b73,CycloneDX-JSON,cdxgen,44,SKIP,0.0,No vulnerabilities declared — A8 failed,PARTIAL,0.25,"1 supported, 3 EOL, 26 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PARTIAL,0.2,"6/30 license IDs are valid SPDX; invalid examples: Apache 2.0, PSF, Copyright C 2001-2005 by Vinay Sajip. All Rights Reserved. See LICENSE for license."
0426e69a1d29a6bf25b73be44b35cf8f5b109e5f,SPDX-JSON,syft,55,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 25 unknown (of 25 checked)",PARTIAL,0.667,10/15 PURLs resolved successfully,PASS,1.0,28/28 license IDs are valid SPDX
042f1596e8dbd6f17c5255236f2df89c334662dc,CycloneDX-JSON,cyclonedx-php-composer,11,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/11 PURLs resolved successfully,PARTIAL,0.909,10/11 license IDs are valid SPDX; invalid examples: BSD
0433b208e66e387d5a0b26a251701cf6edbcc145,CycloneDX-JSON,cyclonedx-php-composer,54,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/15 PURLs resolved successfully,PARTIAL,0.967,29/30 license IDs are valid SPDX; invalid examples: BSD
044004d35b3b55d80a3d65c4475481e036675840,CycloneDX-JSON,Node.js module,1057,SKIP,0.0,No vulnerabilities declared — A8 failed,FAIL,0.0,"0 supported, 0 EOL, 30 unknown (of 30 checked)",PASS,1.0,15/15 PURLs resolved successfully,PASS,1.0,30/30 license IDs are valid SPDX
0454070ff6fbc8faa4a0a777b102ce783fe82bc3,CycloneDX-XML,unknown,99,SKIP,0.0,No vulnerabilities declared — A8 failed,SKIP,0.0,No components with mappable ecosystem/version,FAIL,0.0,0/1 PURLs resolved successfully,SKIP,0.0,No license data to validate — A11 failed
